# PONTOS DA IMAGEM... 
0 1:187 2:161 3:136
0 1:193 2:167 3:144
0 1:188 2:160 3:136
0 1:177 2:150 3:123
0 1:174 2:144 3:116
0 1:164 2:135 3:105
0 1:151 2:122 3:92
0 1:147 2:117 3:91
0 1:143 2:115 3:93
0 1:137 2:110 3:93
0 1:140 2:112 3:98
0 1:142 2:116 3:101
0 1:141 2:115 3:100
0 1:143 2:117 3:100
0 1:140 2:117 3:99
0 1:141 2:119 3:98
0 1:143 2:120 3:102
0 1:130 2:104 3:91
0 1:160 2:133 3:124
0 1:183 2:155 3:152
0 1:121 2:100 3:99
0 1:31 2:20 3:18
0 1:10 2:5 3:2
0 1:11 2:8 3:3
0 1:12 2:7 3:1
0 1:64 2:54 3:44
0 1:127 2:114 3:98
0 1:136 2:117 3:100
0 1:129 2:111 3:91
0 1:104 2:85 3:70
0 1:100 2:83 3:67
0 1:109 2:92 3:74
0 1:123 2:106 3:88
0 1:139 2:122 3:104
0 1:98 2:102 3:101
0 1:109 2:113 3:112
0 1:107 2:111 3:110
0 1:102 2:106 3:105
0 1:85 2:90 3:86
0 1:40 2:46 3:42
0 1:11 2:18 3:11
0 1:17 2:24 3:17
0 1:33 2:39 3:35
0 1:43 2:52 3:47
0 1:54 2:63 3:60
0 1:61 2:72 3:68
0 1:68 2:78 3:77
0 1:72 2:80 3:82
0 1:71 2:79 3:81
0 1:68 2:77 3:76
0 1:65 2:71 3:69
0 1:63 2:69 3:67
0 1:61 2:65 3:64
0 1:62 2:66 3:65
0 1:64 2:68 3:67
0 1:64 2:68 3:67
0 1:61 2:67 3:65
0 1:60 2:66 3:64
0 1:62 2:66 3:65
0 1:64 2:68 3:67
0 1:68 2:72 3:71
0 1:68 2:72 3:71
0 1:62 2:66 3:65
0 1:58 2:62 3:61
0 1:64 2:68 3:67
0 1:69 2:73 3:72
0 1:76 2:78 3:75
0 1:75 2:77 3:74
0 1:71 2:73 3:70
0 1:71 2:73 3:70
0 1:70 2:72 3:69
0 1:63 2:65 3:62
0 1:56 2:58 3:55
0 1:46 2:48 3:45
0 1:50 2:52 3:49
0 1:62 2:64 3:61
0 1:74 2:76 3:73
0 1:74 2:76 3:73
0 1:69 2:71 3:68
0 1:72 2:74 3:71
0 1:79 2:84 3:80
0 1:65 2:70 3:66
0 1:66 2:72 3:68
0 1:77 2:83 3:79
0 1:79 2:84 3:78
0 1:66 2:71 3:65
0 1:58 2:63 3:56
0 1:63 2:68 3:61
0 1:69 2:72 3:65
0 1:65 2:68 3:61
0 1:60 2:63 3:56
0 1:59 2:62 3:55
0 1:72 2:73 3:68
0 1:81 2:82 3:77
0 1:71 2:71 3:69
0 1:59 2:59 3:57
0 1:62 2:64 3:59
0 1:78 2:80 3:75
0 1:79 2:81 3:76
0 1:79 2:81 3:76
0 1:77 2:79 3:74
0 1:75 2:77 3:72
0 1:72 2:73 3:68
0 1:65 2:64 3:60
0 1:63 2:62 3:58
0 1:72 2:68 3:65
0 1:69 2:65 3:62
0 1:71 2:67 3:64
0 1:82 2:78 3:75
0 1:90 2:86 3:83
0 1:104 2:99 3:96
0 1:108 2:103 3:100
0 1:98 2:93 3:89
0 1:94 2:89 3:85
0 1:101 2:94 3:88
0 1:98 2:91 3:85
0 1:77 2:72 3:66
0 1:52 2:47 3:41
0 1:52 2:47 3:41
0 1:69 2:64 3:58
0 1:77 2:72 3:66
0 1:93 2:88 3:82
0 1:108 2:103 3:97
0 1:107 2:102 3:96
0 1:112 2:107 3:101
0 1:121 2:116 3:110
0 1:111 2:106 3:100
0 1:103 2:96 3:88
0 1:117 2:109 3:98
0 1:134 2:124 3:112
0 1:134 2:124 3:112
0 1:145 2:135 3:123
0 1:151 2:141 3:129
0 1:124 2:114 3:102
0 1:114 2:107 3:91
0 1:132 2:124 3:111
0 1:141 2:133 3:122
0 1:141 2:133 3:122
0 1:112 2:104 3:93
0 1:112 2:104 3:93
0 1:129 2:123 3:111
0 1:99 2:93 3:81
0 1:76 2:70 3:58
0 1:101 2:94 3:84
0 1:122 2:113 3:104
0 1:133 2:124 3:117
0 1:138 2:129 3:122
0 1:130 2:121 3:114
0 1:131 2:122 3:115
0 1:132 2:123 3:116
0 1:136 2:127 3:118
0 1:125 2:117 3:106
0 1:116 2:107 3:98
0 1:136 2:127 3:118
0 1:132 2:124 3:113
0 1:133 2:127 3:115
0 1:130 2:124 3:112
0 1:126 2:118 3:107
0 1:122 2:114 3:103
0 1:97 2:87 3:77
0 1:77 2:64 3:56
0 1:86 2:71 3:66
0 1:109 2:96 3:88
0 1:103 2:90 3:81
0 1:92 2:79 3:70
0 1:102 2:89 3:80
0 1:106 2:92 3:83
0 1:98 2:84 3:75
0 1:84 2:67 3:59
0 1:83 2:66 3:58
0 1:89 2:72 3:64
0 1:72 2:55 3:47
0 1:57 2:40 3:33
0 1:64 2:47 3:40
0 1:70 2:51 3:44
0 1:82 2:64 3:54
0 1:80 2:61 3:47
0 1:85 2:66 3:51
0 1:108 2:89 3:74
0 1:122 2:105 3:89
0 1:110 2:93 3:77
0 1:95 2:79 3:63
0 1:96 2:83 3:66
0 1:128 2:116 3:100
0 1:124 2:115 3:100
0 1:94 2:85 3:70
0 1:66 2:58 3:45
0 1:63 2:55 3:44
0 1:61 2:52 3:43
0 1:60 2:51 3:44
0 1:68 2:59 3:52
0 1:58 2:49 3:40
0 1:60 2:51 3:42
0 1:48 2:38 3:29
0 1:45 2:35 3:26
0 1:60 2:49 3:43
0 1:67 2:57 3:48
0 1:61 2:51 3:42
0 1:59 2:49 3:40
0 1:63 2:53 3:44
0 1:78 2:68 3:59
0 1:82 2:72 3:62
0 1:65 2:57 3:46
0 1:49 2:41 3:30
0 1:52 2:44 3:33
0 1:63 2:54 3:45
0 1:69 2:60 3:51
0 1:65 2:57 3:46
0 1:64 2:56 3:43
0 1:79 2:69 3:57
0 1:84 2:74 3:62
0 1:76 2:66 3:54
0 1:79 2:67 3:55
0 1:92 2:78 3:67
0 1:110 2:96 3:83
0 1:134 2:118 3:105
0 1:147 2:131 3:116
0 1:126 2:109 3:93
0 1:85 2:66 3:49
0 1:90 2:72 3:52
0 1:127 2:109 3:87
0 1:131 2:111 3:87
0 1:126 2:105 3:78
0 1:120 2:96 3:70
0 1:121 2:97 3:73
0 1:132 2:107 3:87
0 1:137 2:111 3:94
0 1:131 2:105 3:88
0 1:124 2:100 3:76
0 1:128 2:104 3:78
0 1:145 2:121 3:93
0 1:142 2:118 3:90
0 1:139 2:115 3:89
0 1:137 2:113 3:89
0 1:133 2:108 3:86
0 1:125 2:100 3:78
0 1:120 2:96 3:72
0 1:121 2:97 3:73
0 1:134 2:108 3:85
0 1:125 2:99 3:76
0 1:115 2:89 3:66
0 1:111 2:85 3:62
0 1:104 2:79 3:57
0 1:99 2:74 3:52
0 1:106 2:81 3:59
0 1:122 2:97 3:75
0 1:130 2:108 3:87
0 1:123 2:102 3:81
0 1:124 2:102 3:81
0 1:131 2:109 3:88
0 1:111 2:90 3:71
0 1:95 2:74 3:55
0 1:98 2:77 3:56
0 1:96 2:74 3:51
0 1:95 2:71 3:47
0 1:104 2:78 3:55
0 1:107 2:81 3:58
0 1:104 2:78 3:55
0 1:100 2:74 3:51
0 1:107 2:81 3:58
0 1:121 2:95 3:72
0 1:128 2:102 3:79
0 1:124 2:98 3:75
0 1:120 2:94 3:71
0 1:117 2:90 3:69
0 1:118 2:91 3:70
0 1:134 2:107 3:86
0 1:153 2:128 3:106
0 1:151 2:129 3:106
0 1:138 2:117 3:96
0 1:142 2:124 3:104
0 1:164 2:147 3:129
0 1:169 2:151 3:137
0 1:152 2:134 3:124
0 1:143 2:124 3:117
0 1:155 2:136 3:129
0 1:183 2:167 3:154
0 1:228 2:212 3:197
0 1:193 2:180 3:164
0 1:151 2:137 3:124
0 1:117 2:102 3:95
0 1:79 2:64 3:59
0 1:90 2:75 3:72
0 1:114 2:99 3:94
0 1:140 2:123 3:116
0 1:168 2:151 3:144
0 1:162 2:147 3:142
0 1:136 2:122 3:119
0 1:193 2:182 3:178
0 1:154 2:145 3:138
0 1:189 2:179 3:167
0 1:230 2:217 3:198
0 1:210 2:196 3:170
0 1:209 2:193 3:167
0 1:226 2:208 3:184
0 1:224 2:207 3:187
0 1:205 2:189 3:173
0 1:208 2:192 3:177
0 1:226 2:210 3:197
0 1:188 2:169 3:162
0 1:156 2:137 3:133
0 1:212 2:194 3:190
0 1:220 2:203 3:196
0 1:198 2:180 3:168
0 1:232 2:215 3:197
0 1:241 2:223 3:201
0 1:246 2:228 3:204
0 1:255 2:237 3:215
0 1:241 2:224 3:206
0 1:215 2:197 3:183
0 1:220 2:203 3:193
0 1:212 2:195 3:187
0 1:130 2:113 3:105
0 1:96 2:79 3:69
0 1:174 2:161 3:145
0 1:239 2:226 3:207
0 1:245 2:229 3:206
0 1:242 2:224 3:200
0 1:247 2:227 3:202
0 1:252 2:232 3:207
0 1:249 2:227 3:203
0 1:238 2:216 3:192
0 1:235 2:213 3:189
0 1:242 2:220 3:196
0 1:242 2:220 3:196
0 1:252 2:230 3:206
0 1:255 2:235 3:210
0 1:251 2:229 3:205
0 1:246 2:222 3:198
0 1:246 2:220 3:197
0 1:245 2:219 3:196
0 1:235 2:209 3:186
0 1:241 2:217 3:191
0 1:253 2:229 3:201
0 1:255 2:235 3:204
0 1:254 2:231 3:200
0 1:252 2:226 3:199
0 1:254 2:227 3:200
0 1:253 2:226 3:199
0 1:249 2:222 3:195
0 1:238 2:211 3:184
0 1:239 2:212 3:185
0 1:245 2:215 3:189
0 1:245 2:213 3:188
0 1:240 2:210 3:184
0 1:245 2:215 3:189
0 1:252 2:225 3:198
0 1:250 2:223 3:196
0 1:244 2:218 3:191
0 1:237 2:211 3:184
0 1:231 2:205 3:178
0 1:230 2:204 3:179
0 1:229 2:201 3:177
0 1:224 2:196 3:172
0 1:227 2:199 3:175
0 1:233 2:206 3:179
0 1:229 2:204 3:174
0 1:220 2:195 3:165
0 1:201 2:178 3:147
0 1:199 2:175 3:147
0 1:219 2:197 3:173
0 1:215 2:193 3:172
0 1:213 2:190 3:172
0 1:213 2:187 3:172
0 1:190 2:162 3:150
0 1:178 2:150 3:138
0 1:175 2:149 3:136
0 1:153 2:127 3:114
0 1:135 2:112 3:98
0 1:158 2:135 3:119
0 1:149 2:126 3:110
0 1:131 2:108 3:92
0 1:143 2:117 3:102
0 1:151 2:125 3:110
0 1:157 2:131 3:114
0 1:166 2:139 3:120
0 1:172 2:143 3:125
0 1:173 2:145 3:124
0 1:168 2:140 3:119
0 1:160 2:132 3:111
0 1:166 2:139 3:118
0 1:146 2:119 3:98
0 1:137 2:110 3:89
0 1:159 2:132 3:111
0 1:173 2:146 3:125
0 1:176 2:149 3:128
0 1:177 2:150 3:129
0 1:174 2:147 3:126
0 1:186 2:159 3:138
0 1:183 2:156 3:135
0 1:142 2:115 3:94
0 1:179 2:152 3:131
0 1:176 2:149 3:128
0 1:189 2:162 3:141
0 1:184 2:156 3:135
0 1:146 2:118 3:97
0 1:188 2:157 3:137
0 1:195 2:167 3:146
0 1:184 2:157 3:136
0 1:170 2:143 3:122
0 1:160 2:135 3:113
0 1:173 2:148 3:126
0 1:193 2:169 3:145
0 1:214 2:190 3:166
0 1:214 2:190 3:164
0 1:208 2:184 3:158
0 1:204 2:178 3:155
0 1:189 2:161 3:139
0 1:168 2:140 3:116
0 1:167 2:137 3:111
0 1:163 2:133 3:105
0 1:152 2:122 3:94
0 1:146 2:119 3:92
0 1:141 2:113 3:91
0 1:137 2:110 3:93
0 1:142 2:114 3:100
0 1:130 2:104 3:89
0 1:113 2:90 3:74
0 1:119 2:96 3:78
0 1:128 2:105 3:87
0 1:137 2:115 3:94
0 1:154 2:131 3:113
0 1:153 2:127 3:114
0 1:180 2:153 3:144
0 1:186 2:158 3:155
0 1:110 2:89 3:88
0 1:27 2:16 3:14
0 1:5 2:0 3:0
0 1:6 2:2 3:0
0 1:6 2:3 3:0
0 1:57 2:48 3:39
0 1:123 2:109 3:96
0 1:136 2:117 3:100
0 1:130 2:111 3:94
0 1:113 2:96 3:80
0 1:110 2:93 3:77
0 1:112 2:95 3:77
0 1:116 2:101 3:82
0 1:125 2:109 3:93
0 1:96 2:96 3:96
0 1:118 2:120 3:119
0 1:120 2:122 3:119
0 1:107 2:109 3:106
0 1:90 2:92 3:89
0 1:53 2:58 3:54
0 1:24 2:29 3:23
0 1:21 2:26 3:20
0 1:27 2:32 3:28
0 1:37 2:42 3:38
0 1:40 2:49 3:46
0 1:47 2:56 3:55
0 1:57 2:65 3:67
0 1:63 2:68 3:71
0 1:64 2:70 3:70
0 1:67 2:73 3:73
0 1:70 2:74 3:73
0 1:65 2:69 3:68
0 1:60 2:64 3:63
0 1:60 2:64 3:63
0 1:63 2:67 3:66
0 1:64 2:68 3:67
0 1:63 2:67 3:66
0 1:67 2:71 3:70
0 1:69 2:73 3:72
0 1:67 2:71 3:70
0 1:69 2:73 3:72
0 1:75 2:79 3:78
0 1:77 2:81 3:80
0 1:73 2:77 3:76
0 1:68 2:72 3:71
0 1:68 2:72 3:71
0 1:75 2:77 3:74
0 1:78 2:80 3:77
0 1:75 2:77 3:74
0 1:71 2:73 3:70
0 1:68 2:70 3:67
0 1:63 2:65 3:62
0 1:58 2:60 3:57
0 1:49 2:51 3:48
0 1:51 2:53 3:50
0 1:61 2:63 3:60
0 1:71 2:73 3:70
0 1:75 2:77 3:74
0 1:73 2:75 3:72
0 1:75 2:77 3:74
0 1:80 2:82 3:81
0 1:76 2:78 3:77
0 1:67 2:71 3:70
0 1:72 2:76 3:75
0 1:79 2:84 3:80
0 1:70 2:75 3:71
0 1:62 2:64 3:59
0 1:65 2:67 3:62
0 1:69 2:72 3:65
0 1:71 2:74 3:67
0 1:63 2:64 3:58
0 1:57 2:58 3:53
0 1:67 2:68 3:63
0 1:80 2:80 3:78
0 1:78 2:76 3:77
0 1:68 2:66 3:67
0 1:66 2:66 3:64
0 1:70 2:70 3:68
0 1:71 2:72 3:67
0 1:74 2:75 3:70
0 1:76 2:77 3:72
0 1:77 2:78 3:73
0 1:76 2:75 3:71
0 1:74 2:73 3:69
0 1:74 2:73 3:69
0 1:79 2:78 3:74
0 1:76 2:72 3:69
0 1:76 2:72 3:69
0 1:84 2:80 3:77
0 1:86 2:82 3:79
0 1:101 2:97 3:94
0 1:111 2:107 3:104
0 1:101 2:96 3:92
0 1:94 2:89 3:83
0 1:101 2:96 3:92
0 1:102 2:97 3:93
0 1:81 2:76 3:72
0 1:60 2:55 3:51
0 1:60 2:55 3:51
0 1:67 2:62 3:58
0 1:74 2:69 3:65
0 1:84 2:79 3:75
0 1:94 2:89 3:85
0 1:105 2:100 3:96
0 1:114 2:109 3:105
0 1:112 2:107 3:103
0 1:105 2:100 3:96
0 1:109 2:102 3:96
0 1:122 2:113 3:104
0 1:125 2:117 3:106
0 1:113 2:105 3:94
0 1:124 2:116 3:105
0 1:144 2:134 3:124
0 1:133 2:123 3:113
0 1:120 2:112 3:99
0 1:114 2:106 3:93
0 1:122 2:114 3:103
0 1:127 2:117 3:107
0 1:132 2:122 3:112
0 1:140 2:130 3:120
0 1:135 2:127 3:114
0 1:112 2:104 3:93
0 1:101 2:93 3:82
0 1:109 2:100 3:91
0 1:111 2:101 3:92
0 1:122 2:112 3:103
0 1:133 2:123 3:114
0 1:120 2:110 3:101
0 1:122 2:112 3:103
0 1:128 2:118 3:109
0 1:140 2:130 3:121
0 1:128 2:118 3:109
0 1:113 2:105 3:94
0 1:129 2:121 3:110
0 1:145 2:137 3:126
0 1:142 2:132 3:122
0 1:143 2:133 3:121
0 1:146 2:136 3:124
0 1:135 2:125 3:115
0 1:105 2:95 3:86
0 1:73 2:60 3:54
0 1:64 2:51 3:45
0 1:94 2:81 3:73
0 1:118 2:105 3:96
0 1:110 2:97 3:88
0 1:98 2:86 3:74
0 1:104 2:90 3:79
0 1:107 2:93 3:82
0 1:98 2:81 3:71
0 1:90 2:73 3:63
0 1:85 2:68 3:60
0 1:80 2:63 3:55
0 1:82 2:65 3:58
0 1:85 2:68 3:61
0 1:80 2:61 3:54
0 1:78 2:60 3:50
0 1:75 2:55 3:44
0 1:73 2:53 3:42
0 1:87 2:69 3:57
0 1:111 2:93 3:79
0 1:116 2:99 3:83
0 1:103 2:87 3:71
0 1:94 2:81 3:65
0 1:107 2:94 3:78
0 1:116 2:104 3:90
0 1:102 2:93 3:78
0 1:76 2:66 3:54
0 1:66 2:56 3:46
0 1:62 2:52 3:43
0 1:58 2:48 3:39
0 1:59 2:49 3:40
0 1:62 2:49 3:41
0 1:58 2:45 3:37
0 1:43 2:30 3:22
0 1:36 2:23 3:15
0 1:46 2:36 3:27
0 1:54 2:44 3:35
0 1:53 2:43 3:34
0 1:51 2:43 3:32
0 1:59 2:51 3:40
0 1:77 2:69 3:58
0 1:86 2:78 3:67
0 1:74 2:66 3:55
0 1:55 2:47 3:36
0 1:55 2:49 3:37
0 1:61 2:55 3:41
0 1:61 2:55 3:41
0 1:64 2:56 3:43
0 1:67 2:60 3:44
0 1:68 2:60 3:47
0 1:77 2:69 3:58
0 1:74 2:64 3:55
0 1:61 2:51 3:42
0 1:66 2:53 3:45
0 1:82 2:68 3:59
0 1:98 2:81 3:71
0 1:114 2:98 3:85
0 1:112 2:94 3:80
0 1:86 2:69 3:51
0 1:90 2:72 3:52
0 1:123 2:105 3:83
0 1:134 2:116 3:92
0 1:138 2:117 3:90
0 1:123 2:102 3:75
0 1:115 2:91 3:67
0 1:119 2:94 3:74
0 1:128 2:102 3:85
0 1:129 2:104 3:84
0 1:120 2:95 3:73
0 1:120 2:96 3:70
0 1:130 2:106 3:78
0 1:141 2:117 3:89
0 1:147 2:123 3:97
0 1:139 2:115 3:91
0 1:128 2:103 3:81
0 1:125 2:100 3:78
0 1:124 2:100 3:76
0 1:124 2:100 3:76
0 1:146 2:120 3:97
0 1:135 2:109 3:86
0 1:121 2:95 3:72
0 1:113 2:87 3:64
0 1:108 2:83 3:61
0 1:105 2:80 3:58
0 1:109 2:84 3:62
0 1:119 2:94 3:72
0 1:118 2:96 3:75
0 1:112 2:90 3:69
0 1:107 2:85 3:64
0 1:108 2:86 3:65
0 1:100 2:79 3:60
0 1:96 2:75 3:56
0 1:97 2:75 3:54
0 1:95 2:70 3:48
0 1:98 2:72 3:49
0 1:105 2:77 3:55
0 1:112 2:86 3:63
0 1:108 2:82 3:59
0 1:104 2:78 3:55
0 1:113 2:87 3:64
0 1:130 2:104 3:81
0 1:129 2:103 3:80
0 1:121 2:95 3:72
0 1:119 2:93 3:70
0 1:117 2:90 3:69
0 1:117 2:90 3:69
0 1:130 2:104 3:81
0 1:154 2:127 3:106
0 1:159 2:134 3:112
0 1:147 2:126 3:105
0 1:150 2:131 3:114
0 1:168 2:151 3:135
0 1:168 2:149 3:135
0 1:154 2:134 3:125
0 1:153 2:134 3:127
0 1:160 2:141 3:134
0 1:170 2:153 3:143
0 1:220 2:204 3:191
0 1:190 2:176 3:163
0 1:138 2:124 3:113
0 1:113 2:98 3:91
0 1:98 2:83 3:80
0 1:98 2:84 3:81
0 1:108 2:93 3:88
0 1:152 2:135 3:127
0 1:147 2:130 3:122
0 1:98 2:83 3:76
0 1:85 2:72 3:64
0 1:198 2:187 3:181
0 1:171 2:161 3:152
0 1:202 2:190 3:176
0 1:236 2:223 3:206
0 1:211 2:195 3:172
0 1:217 2:199 3:175
0 1:226 2:208 3:186
0 1:196 2:179 3:161
0 1:143 2:127 3:112
0 1:163 2:146 3:136
0 1:228 2:211 3:203
0 1:194 2:177 3:170
0 1:147 2:130 3:123
0 1:201 2:184 3:177
0 1:237 2:220 3:210
0 1:222 2:206 3:191
0 1:244 2:229 3:210
0 1:249 2:232 3:212
0 1:245 2:227 3:207
0 1:234 2:215 3:198
0 1:196 2:179 3:163
0 1:161 2:143 3:131
0 1:187 2:168 3:161
0 1:211 2:192 3:186
0 1:144 2:127 3:120
0 1:97 2:80 3:72
0 1:159 2:145 3:132
0 1:237 2:221 3:205
0 1:254 2:237 3:217
0 1:246 2:228 3:204
0 1:244 2:224 3:199
0 1:252 2:232 3:207
0 1:252 2:230 3:206
0 1:241 2:219 3:195
0 1:238 2:216 3:192
0 1:243 2:221 3:197
0 1:241 2:219 3:195
0 1:251 2:229 3:205
0 1:255 2:234 3:210
0 1:253 2:229 3:205
0 1:249 2:223 3:200
0 1:250 2:222 3:200
0 1:245 2:219 3:196
0 1:239 2:213 3:190
0 1:249 2:225 3:199
0 1:255 2:234 3:207
0 1:255 2:231 3:203
0 1:251 2:227 3:199
0 1:253 2:227 3:202
0 1:254 2:228 3:203
0 1:252 2:226 3:199
0 1:254 2:227 3:200
0 1:246 2:219 3:192
0 1:239 2:212 3:185
0 1:239 2:209 3:183
0 1:239 2:209 3:183
0 1:238 2:208 3:180
0 1:241 2:211 3:183
0 1:246 2:216 3:190
0 1:245 2:218 3:191
0 1:245 2:219 3:192
0 1:234 2:208 3:183
0 1:224 2:196 3:174
0 1:227 2:199 3:178
0 1:229 2:201 3:180
0 1:225 2:197 3:176
0 1:231 2:201 3:177
0 1:234 2:204 3:178
0 1:227 2:200 3:171
0 1:231 2:206 3:176
0 1:222 2:199 3:168
0 1:217 2:194 3:163
0 1:211 2:190 3:163
0 1:194 2:172 3:149
0 1:200 2:178 3:157
0 1:211 2:185 3:168
0 1:202 2:174 3:160
0 1:208 2:178 3:167
0 1:201 2:173 3:161
0 1:165 2:137 3:125
0 1:142 2:116 3:103
0 1:167 2:141 3:128
0 1:157 2:131 3:118
0 1:130 2:104 3:91
0 1:136 2:113 3:99
0 1:147 2:121 3:106
0 1:147 2:121 3:106
0 1:156 2:129 3:112
0 1:159 2:130 3:112
0 1:153 2:125 3:104
0 1:146 2:119 3:98
0 1:157 2:131 3:108
0 1:176 2:149 3:128
0 1:148 2:121 3:100
0 1:138 2:111 3:90
0 1:164 2:137 3:116
0 1:176 2:148 3:127
0 1:187 2:159 3:138
0 1:195 2:168 3:147
0 1:201 2:174 3:153
0 1:203 2:176 3:155
0 1:185 2:158 3:137
0 1:150 2:123 3:102
0 1:176 2:149 3:128
0 1:199 2:172 3:151
0 1:203 2:176 3:155
0 1:177 2:149 3:127
0 1:145 2:117 3:95
0 1:190 2:159 3:139
0 1:197 2:166 3:146
0 1:193 2:165 3:143
0 1:173 2:147 3:124
0 1:164 2:138 3:115
0 1:184 2:158 3:135
0 1:192 2:168 3:144
0 1:201 2:177 3:153
0 1:217 2:191 3:168
0 1:213 2:187 3:164
0 1:202 2:174 3:153
0 1:186 2:158 3:136
0 1:163 2:132 3:111
0 1:161 2:131 3:107
0 1:165 2:135 3:107
0 1:154 2:124 3:96
0 1:147 2:120 3:93
0 1:140 2:112 3:90
0 1:136 2:109 3:90
0 1:140 2:112 3:98
0 1:130 2:104 3:89
0 1:114 2:88 3:73
0 1:109 2:86 3:68
0 1:120 2:97 3:79
0 1:140 2:117 3:99
0 1:172 2:149 3:133
0 1:197 2:171 3:158
0 1:212 2:183 3:175
0 1:174 2:146 3:143
0 1:79 2:55 3:55
0 1:20 2:6 3:6
0 1:5 2:0 3:0
0 1:3 2:0 3:0
0 1:6 2:1 3:0
0 1:55 2:45 3:36
0 1:124 2:110 3:97
0 1:135 2:118 3:100
0 1:131 2:113 3:93
0 1:121 2:104 3:86
0 1:119 2:102 3:84
0 1:114 2:99 3:80
0 1:108 2:95 3:78
0 1:110 2:97 3:81
0 1:73 2:73 3:71
0 1:111 2:111 3:109
0 1:124 2:126 3:123
0 1:105 2:107 3:104
0 1:82 2:84 3:81
0 1:61 2:63 3:60
0 1:39 2:44 3:38
0 1:30 2:35 3:29
0 1:35 2:37 3:34
0 1:40 2:45 3:41
0 1:38 2:44 3:42
0 1:38 2:44 3:42
0 1:48 2:54 3:54
0 1:51 2:56 3:59
0 1:50 2:56 3:56
0 1:59 2:65 3:65
0 1:74 2:78 3:77
0 1:68 2:72 3:71
0 1:63 2:67 3:66
0 1:63 2:67 3:66
0 1:66 2:70 3:69
0 1:69 2:73 3:72
0 1:70 2:74 3:73
0 1:70 2:74 3:73
0 1:67 2:71 3:70
0 1:64 2:68 3:67
0 1:64 2:68 3:67
0 1:70 2:74 3:73
0 1:79 2:83 3:82
0 1:81 2:85 3:84
0 1:75 2:79 3:78
0 1:71 2:75 3:74
0 1:78 2:80 3:77
0 1:84 2:86 3:83
0 1:81 2:83 3:80
0 1:69 2:71 3:68
0 1:61 2:63 3:60
0 1:61 2:63 3:60
0 1:59 2:61 3:58
0 1:59 2:61 3:58
0 1:58 2:60 3:57
0 1:59 2:61 3:58
0 1:65 2:67 3:64
0 1:72 2:74 3:71
0 1:75 2:77 3:74
0 1:77 2:79 3:76
0 1:79 2:81 3:78
0 1:80 2:82 3:81
0 1:65 2:69 3:68
0 1:67 2:72 3:68
0 1:77 2:82 3:78
0 1:75 2:80 3:74
0 1:70 2:72 3:67
0 1:67 2:69 3:64
0 1:66 2:69 3:62
0 1:63 2:66 3:59
0 1:57 2:58 3:53
0 1:49 2:50 3:45
0 1:55 2:56 3:51
0 1:71 2:71 3:69
0 1:75 2:74 3:72
0 1:71 2:70 3:68
0 1:68 2:68 3:66
0 1:69 2:70 3:65
0 1:70 2:71 3:66
0 1:70 2:71 3:66
0 1:69 2:70 3:65
0 1:71 2:72 3:67
0 1:74 2:73 3:69
0 1:72 2:71 3:67
0 1:73 2:72 3:68
0 1:81 2:80 3:76
0 1:81 2:77 3:74
0 1:79 2:75 3:72
0 1:81 2:77 3:74
0 1:79 2:75 3:72
0 1:90 2:86 3:83
0 1:100 2:96 3:93
0 1:93 2:88 3:84
0 1:81 2:76 3:70
0 1:87 2:82 3:78
0 1:99 2:94 3:90
0 1:86 2:81 3:77
0 1:67 2:62 3:58
0 1:64 2:59 3:55
0 1:67 2:62 3:58
0 1:74 2:69 3:65
0 1:80 2:75 3:71
0 1:86 2:81 3:77
0 1:97 2:92 3:88
0 1:106 2:101 3:97
0 1:97 2:92 3:88
0 1:96 2:91 3:87
0 1:109 2:104 3:98
0 1:134 2:127 3:119
0 1:127 2:118 3:109
0 1:116 2:108 3:97
0 1:126 2:118 3:107
0 1:137 2:129 3:118
0 1:139 2:131 3:120
0 1:134 2:126 3:113
0 1:111 2:103 3:90
0 1:106 2:96 3:84
0 1:111 2:101 3:91
0 1:139 2:129 3:119
0 1:161 2:151 3:139
0 1:151 2:141 3:129
0 1:130 2:120 3:108
0 1:112 2:102 3:90
0 1:100 2:90 3:80
0 1:99 2:89 3:79
0 1:107 2:97 3:88
0 1:115 2:105 3:96
0 1:116 2:106 3:97
0 1:123 2:113 3:104
0 1:121 2:111 3:102
0 1:134 2:124 3:115
0 1:136 2:126 3:116
0 1:117 2:109 3:98
0 1:111 2:103 3:92
0 1:123 2:113 3:103
0 1:121 2:111 3:99
0 1:136 2:126 3:114
0 1:156 2:146 3:134
0 1:151 2:141 3:129
0 1:130 2:120 3:110
0 1:106 2:93 3:85
0 1:74 2:61 3:53
0 1:74 2:61 3:52
0 1:111 2:99 3:87
0 1:121 2:109 3:97
0 1:95 2:83 3:71
0 1:88 2:74 3:63
0 1:92 2:78 3:67
0 1:98 2:84 3:73
0 1:100 2:83 3:73
0 1:85 2:68 3:58
0 1:83 2:66 3:58
0 1:94 2:77 3:69
0 1:98 2:81 3:74
0 1:91 2:72 3:65
0 1:76 2:57 3:50
0 1:78 2:60 3:50
0 1:77 2:59 3:47
0 1:73 2:55 3:43
0 1:79 2:63 3:50
0 1:89 2:73 3:58
0 1:89 2:76 3:59
0 1:91 2:78 3:62
0 1:86 2:74 3:58
0 1:93 2:84 3:67
0 1:89 2:80 3:65
0 1:70 2:61 3:46
0 1:65 2:55 3:43
